index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_abstractions,SPACER_num_abstractions_failed,SPACER_num_abstractions_success,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-lin-0294.smt2,,,,,97,1,117,116,,74,,113,3933,178,40756,1,884,137058,3456,8424,,25,62,,,,5026,78384,8756,,3,,,69,783,,12304.20,12224.62,timeout,597.13,24.33,3.35,14.47,3.52,2.35,500.62,229.55,,3.79,0.10,0.03,2.44,585.99,222.24,363.18,8.92,24.61,168.63,11.96,0.00,11.96,0.69
chc-lia-lin-0295.smt2,,1,,,117,1,61,60,,509,52,2024,4355,182,28762,2,573,87928,1814,7160,,38,403,18,,,5322,41966,8610,166,50,68,,406,1222,2,7223.95,7173.99,timeout,597.39,18.97,2.74,10.02,2.57,3.74,485.48,256.71,,5.05,0.07,0.02,2.61,559.97,200.33,359.34,9.87,20.69,160.45,13.13,0.00,13.13,4.18
chc-lia-lin-0296.smt2,,146,119,33,135,2,61,61,,40,,81,327,362,928,3,564,11430,611,1363,,205,547,,,,1716,8463,2330,,127,,46,27,6524,183,6489.84,2674.82,sat,100.19,2.55,0.45,1.11,0.33,0.84,79.31,41.85,3.08,0.26,0.06,0.02,0.68,95.75,17.97,77.46,2.60,4.38,14.00,22.37,0.00,22.37,0.80
chc-lia-lin-0297.smt2,29,4,5,,58,2,22,22,,24,18,50,358,115,420,,138,2733,117,549,,67,269,39,,,512,1600,597,71,11,39,22,6,3091,96,1976.88,781.12,unsat,19.67,0.63,0.10,0.22,0.06,0.29,16.05,11.19,0.30,0.05,0.06,0.02,0.19,19.07,3.27,15.70,0.53,0.51,2.67,6.70,0.00,6.70,0.52
chc-lia-lin-0298.smt2,,,33,,34,2,28,27,,21,,46,299,114,488,5,96,2403,141,545,,59,224,4,,,421,1250,579,8,32,4,2,5,3183,99,,,,,0.62,0.09,0.20,0.06,0.31,14.41,10.23,0.68,0.04,0.06,0.02,0.16,17.01,2.38,14.50,0.51,0.40,2.35,6.90,0.00,6.90,0.13
chc-lia-lin-0299.smt2,29,6,85,,56,2,29,29,,7,2,54,421,166,887,16,141,4789,233,787,,120,264,12,,,590,2457,864,41,62,27,34,7,2557,59,2993.44,1108.06,unsat,30.49,1.00,0.18,0.39,0.08,0.42,24.91,14.56,2.44,0.16,0.05,0.02,0.26,29.76,6.80,22.81,0.83,0.91,4.51,7.59,0.00,7.59,0.59
chc-lia-lin-0300.smt2,,1,89,,43,2,37,36,,26,,12,447,337,1053,3,109,5429,175,1030,,157,193,,,,671,2559,1315,,111,,50,31,9750,217,,,,,1.41,0.26,0.54,0.14,0.59,45.28,32.18,2.91,0.16,0.06,0.02,0.43,52.13,6.70,45.25,1.32,1.13,7.78,23.07,0.00,23.07,0.34
chc-lia-lin-0301.smt2,52,,,,2,,52,52,,4,,,788,,3225,,234,13455,12,1693,,,,,,,901,7928,1721,52,,1,,4,,,5897.88,1858.14,unsat,17.31,0.84,0.12,0.32,0.08,0.30,12.89,5.04,,0.08,0.10,0.03,0.36,16.52,6.91,9.41,1.03,0.18,2.39,0.02,,0.02,0.19
chc-lia-lin-0302.smt2,29,,8,,42,2,29,29,,8,,24,396,158,533,4,128,3467,89,624,,34,219,,,,510,2032,731,29,13,7,46,5,5752,93,2539.12,955.56,unsat,28.39,0.70,0.12,0.26,0.07,0.30,23.95,17.46,0.79,0.07,0.06,0.02,0.22,27.71,3.36,24.22,0.70,0.64,3.45,12.55,0.00,12.55,0.32
chc-lia-lin-0303.smt2,,434,1454,,212,3,42,41,2,113,9,117,1709,1181,6804,34,412,23596,712,3901,,1230,375,92,,,3290,9829,5252,102,823,94,412,48,19164,87,3383.15,3291.62,timeout,597.64,11.91,1.80,5.90,1.46,3.23,457.60,238.85,59.26,2.43,0.06,0.02,1.70,531.91,67.65,464.02,7.42,24.33,108.25,135.02,0.01,135.02,15.28
chc-lia-lin-0304.smt2,,99,878,21,95,3,45,45,1,46,,29,242,513,2474,26,642,12686,492,2140,,507,273,2,,,1444,6614,2725,2,380,2,96,5,15800,269,4281.16,1775.18,sat,212.20,4.68,0.92,2.12,0.52,1.58,186.63,73.51,56.93,0.63,0.06,0.02,0.92,208.90,25.43,183.22,3.41,5.38,43.30,66.38,0.00,66.38,3.58
chc-lia-lin-0305.smt2,19,,5,,39,2,19,19,,9,,34,256,92,522,,85,1535,53,438,,11,68,,,,289,563,461,19,5,1,18,3,2324,35,1069.40,401.05,unsat,12.86,0.48,0.07,0.14,0.03,0.25,10.32,7.30,0.56,0.03,0.06,0.02,0.13,12.33,1.18,11.07,0.41,0.32,2.24,4.69,0.00,4.69,0.14
chc-lia-lin-0306.smt2,,722,492,,255,5,60,59,66,39,,59,1481,910,7892,118,439,34264,704,3327,,555,638,49,,,3277,17702,4592,52,463,48,72,61,11754,165,4801.22,4769.26,timeout,597.94,10.06,1.65,5.10,1.15,2.69,504.87,248.68,41.39,3.60,0.06,0.02,1.61,579.37,128.27,450.77,6.94,24.52,101.97,118.98,0.01,118.98,10.42
chc-lia-lin-0307.smt2,7,,,,,,7,7,,,,,71,,47,,4,225,4,103,,,,,,,50,67,102,7,,1,,,,,513.20,176.67,unsat,0.94,0.03,0.00,0.01,0.00,0.02,0.50,0.25,0.01,0.00,0.07,0.02,0.02,0.66,0.14,0.50,0.06,0.00,0.03,0.00,,0.00,0.02
chc-lia-lin-0308.smt2,,189,863,,162,3,40,39,2,301,34,218,1642,928,5826,67,301,23975,318,3624,,1043,650,39,,,3830,10275,6613,59,727,45,303,143,27222,260,3525.61,3473.63,timeout,597.54,10.94,1.82,5.30,1.34,3.15,521.27,312.83,45.84,2.77,0.07,0.03,2.24,593.19,87.98,504.99,9.59,22.00,120.22,159.19,0.00,159.19,11.43
chc-lia-lin-0309.smt2,14,,5,,3,,14,14,,,,,194,8,371,,78,1686,7,288,,,,,,,158,882,287,14,,1,,,,,1169.96,436.29,unsat,3.76,0.16,0.01,0.04,0.01,0.08,2.66,1.34,0.06,0.01,0.07,0.03,0.08,3.35,1.03,2.27,0.22,0.04,0.47,0.01,,0.01,0.14
chc-lia-lin-0310.smt2,42,699,1748,,283,3,42,42,5,57,2,43,1388,818,6025,54,233,27505,256,3078,,483,76,,,,2827,12479,3678,277,252,194,22,12,8598,174,15342.48,5453.51,unsat,373.56,6.16,0.83,2.76,0.70,1.91,318.59,93.05,115.58,1.78,0.07,0.03,1.60,371.06,94.77,276.06,5.29,17.86,65.63,58.48,0.00,58.48,16.19
chc-lia-lin-0311.smt2,2,,,,,,2,2,,,,,6,,,,,3,,8,,,,,,,6,,7,2,,1,,,,,268.00,100.29,unsat,0.30,0.00,0.00,0.00,0.00,0.00,0.04,0.01,,,0.09,0.03,0.00,0.05,0.00,0.04,0.00,0.00,,,,,0.00
chc-lia-lin-0312.smt2,64,,,,,,64,64,,,,,1504,,9327,,287,37890,42,3274,,,,,,,1891,23069,3287,64,,1,,,,,22133.12,6799.23,unsat,74.59,3.10,0.47,1.56,0.37,0.62,61.71,26.07,,0.44,0.14,0.03,0.79,72.87,31.56,41.06,2.46,1.30,15.33,0.05,,0.05,0.62
chc-lia-lin-0313.smt2,30,131,342,,110,2,30,30,,25,4,15,485,214,1806,13,25,9136,8,934,,99,34,25,,,836,4180,1084,135,67,116,13,5,4023,21,6155.56,2167.03,unsat,52.94,1.42,0.14,0.65,0.10,0.53,44.30,18.80,11.45,0.21,0.09,0.03,0.43,51.87,13.89,37.82,1.13,1.57,6.64,12.34,0.00,12.34,1.23
chc-lia-lin-0314.smt2,,,,,61,1,97,96,,36,,23,5227,47,40795,,829,141434,1341,10798,,12,21,,,,7486,79748,10977,,,,,38,306,,18626.86,18465.83,timeout,596.70,32.28,3.73,18.49,5.18,3.00,482.33,232.57,,4.10,0.14,0.04,3.15,576.44,182.28,393.72,12.39,22.29,174.89,7.76,0.00,7.76,0.38
chc-lia-lin-0315.smt2,76,,,,13,1,76,76,,7,,,1902,,11256,,520,44853,25,4017,,,,,,,2370,26402,4067,76,,1,,7,60,,27803.28,8262.64,unsat,81.01,3.87,0.57,1.97,0.47,0.73,64.56,26.16,,0.43,0.16,0.04,1.01,79.01,33.10,45.59,3.18,2.21,15.20,0.19,0.00,0.19,0.42
chc-lia-lin-0316.smt2,,,,66,,,66,66,,,,,527,,2085,,311,14015,336,2362,,,,,,,345,11407,2298,,,,,,,,25912.44,8099.29,sat,119.39,2.73,0.32,0.97,0.22,1.22,83.22,10.79,,0.03,0.19,0.11,0.42,89.72,45.09,44.42,1.28,0.07,8.35,0.00,,0.00,
chc-lia-lin-0317.smt2,,,,,,,11,10,,,,,139,,176,,,1023,19,214,,,,,,,133,524,203,,,,,,,,842.11,842.11,timeout,599.69,5.68,0.59,1.90,0.28,3.11,77.37,11.04,,0.02,0.21,0.12,0.06,83.84,12.48,71.33,0.21,0.05,9.26,0.00,,0.00,
chc-lia-lin-0318.smt2,,,,,,,20,19,,,,,407,,734,,,2864,157,679,,,,,,,346,1439,659,,,,,,,,1492.80,1487.00,timeout,599.79,15.58,1.57,5.21,0.72,8.63,308.16,41.58,,0.06,0.21,0.12,0.17,326.93,29.29,297.58,0.64,0.31,32.40,0.00,,0.00,
chc-lia-lin-0319.smt2,,,,,,,51,50,,,,,161,,1373,,,5711,,1428,,,,,,,112,3638,1378,,,,,,,,4479.47,4479.25,timeout,599.88,1.61,0.14,0.50,0.10,0.81,5.74,1.73,,0.01,0.20,0.12,0.25,9.19,3.26,5.77,0.75,0.03,0.02,0.00,,0.00,
chc-lia-lin-0320.smt2,,,,,12,1,19,18,,,,,298,26,702,,33,3748,51,569,,,,,,,264,1684,550,,,,,,18,3,,,,,0.17,0.01,0.05,0.01,0.08,3.47,1.96,,0.02,0.19,0.07,0.12,4.55,1.91,2.57,0.37,0.08,0.43,0.06,0.00,0.06,
chc-lia-lin-0321.smt2,,,,,2,,16,15,,,,,184,2,488,,18,2442,55,428,,,,,,,188,1079,412,,,,,,,,,,,,0.10,0.01,0.02,0.01,0.04,2.18,1.00,,0.01,0.19,0.07,0.09,2.89,1.28,1.55,0.28,0.02,0.02,0.00,,0.00,
chc-lia-lin-0322.smt2,,,,,104,1,108,107,,172,,55,5403,80,55026,,761,160267,388,11178,,34,19,,,,8312,85476,12129,,,,,162,356,,25479.63,25419.35,timeout,596.45,32.69,3.64,19.05,4.93,2.86,433.58,201.00,,3.46,0.23,0.07,4.41,547.93,170.06,377.39,15.59,29.98,145.05,16.16,0.00,16.16,1.44
chc-lia-lin-0323.smt2,,,,,2,1,109,108,,,,,4635,24,68347,,870,203043,376,9509,,,,,,,5982,113969,9431,,,,,,146,,39238.71,39166.78,timeout,596.89,30.12,3.48,17.55,4.72,2.24,491.76,196.67,,3.82,0.28,0.08,3.27,575.42,272.32,302.59,11.73,13.84,124.80,6.95,0.00,6.95,
chc-lia-lin-0324.smt2,,,9,,60,1,188,187,,,,,2756,145,64175,,617,281790,144,7836,,78,167,,,,3827,214004,8625,,,,,58,469,,39532.04,39527.10,timeout,598.75,8.61,0.48,4.23,1.75,0.74,418.22,27.92,0.01,0.29,0.41,0.14,2.35,491.05,384.99,105.08,8.05,21.52,11.90,13.99,0.00,13.99,0.19
chc-lia-lin-0325.smt2,,,,,,,116,115,,,,,4842,,42723,,798,139921,118,10998,,,,,,,6571,79888,10924,,,,,,,,33746.86,33695.01,timeout,596.78,33.83,3.63,20.25,4.67,2.84,379.72,176.73,,2.14,0.31,0.09,3.95,454.25,147.11,306.60,14.29,5.08,141.65,0.02,,0.02,
