index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_num_under_approximations,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0000.smt2,,,2,,,,1,1,,2,,,,2,1,,3,,,,,,,3,1,2,,,,,,,,,17.84,6.41,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0001.smt2,,833,,,141,1,191,190,,226,,7146,7081,,16130,,7967,,69,628,,,,124,4417,8373,,7677,,,,35,264,,206.78,206.57,timeout,595.20,5.38,1.21,2.59,1.08,0.77,404.91,181.58,,0.91,0.00,0.00,1.12,587.76,37.89,548.96,4.17,13.60,0.00,288.68,0.11,288.68,0.15
chc-lia-0002.smt2,,77,,100,50,1,102,102,,155,5048,5127,95,61,6906,5,5392,,10,31,,,,234,1506,5324,,39,,,,,141,37,466.40,297.81,sat,107.85,2.49,0.69,1.28,0.15,0.49,89.69,39.01,,0.24,0.00,0.00,0.74,107.63,4.47,102.81,2.46,3.79,29.83,7.70,0.00,7.70,
chc-lia-0003.smt2,,,,,3,,5,5,,5,,8,,15,16,,30,,,,,,3,16,1,18,,,,,6,,,,22.44,9.44,sat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,,0.00,0.00,0.00,0.00,0.08,0.00,0.06,0.00,0.01,0.01,0.00,,0.00,
chc-lia-0004.smt2,,124,66,44,15,2,44,44,,48,,86,112,15,488,15,297,,24,126,,,,106,234,264,,156,,4,,,125,1,58.28,33.91,sat,1.93,0.16,0.04,0.07,0.03,0.03,0.75,0.27,0.09,0.00,0.00,0.00,0.04,1.90,0.19,1.51,0.09,0.17,0.00,0.58,0.00,0.58,0.01
chc-lia-0005.smt2,,211,405,81,36,2,81,81,,85,,230,816,20,2039,20,1092,,56,328,,,,155,941,1147,,897,,12,,3,277,1,139.36,89.19,sat,12.85,0.72,0.17,0.37,0.12,0.12,6.64,2.12,1.34,0.03,0.00,0.00,0.20,12.78,1.43,10.95,0.52,0.82,0.00,5.32,0.01,5.32,0.03
chc-lia-0006.smt2,,,,,4,,4,4,,5,,5,,7,10,,18,,,,,,2,9,1,10,,,,,3,,,,20.24,7.96,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0007.smt2,,,,7,3,1,14,14,,14,,49,49,13,125,,81,,1,2,,,,14,34,65,,,,,,,,,32.56,15.55,sat,0.54,0.06,0.02,0.03,0.01,0.01,0.21,0.13,,0.00,0.00,0.00,0.01,0.52,0.03,0.43,0.02,0.05,0.09,0.13,0.00,0.13,
chc-lia-0008.smt2,,,,3,7,2,7,7,,8,,10,2,10,58,,35,,,,,,6,19,29,24,,,,1,9,,5,2,24.28,10.40,sat,0.14,0.01,0.00,0.01,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.12,0.01,0.08,0.01,0.01,0.01,0.02,0.00,0.02,
chc-lia-0009.smt2,,742,951,,716,1,12,11,,236,29,395,,,835,,802,,46,10,,,713,309,17,824,1,40,1,,425,,,,170.35,170.13,timeout,599.30,1.02,0.45,0.66,0.03,0.20,45.34,18.08,21.75,0.06,0.00,0.00,0.14,564.51,6.86,557.60,0.87,253.30,14.04,264.11,0.00,264.11,0.71
chc-lia-0010.smt2,,,,1,3,,8,8,,7,,15,,34,62,3,59,,,,,,5,35,24,38,,,,,14,,,,32.08,15.39,sat,0.24,0.03,0.01,0.01,0.01,0.01,0.10,0.05,,0.00,0.00,0.00,0.00,0.22,0.02,0.18,0.01,0.03,0.03,0.01,,0.01,
chc-lia-0012.smt2,,,1,1,3,,9,9,,8,,28,,26,73,1,57,,,,,,2,17,11,42,,,,,6,,,,33.24,15.56,sat,0.28,0.03,0.01,0.01,0.01,0.01,0.13,0.07,0.01,0.00,0.00,0.00,0.01,0.25,0.03,0.20,0.01,0.02,0.06,0.00,,0.00,
chc-lia-0013.smt2,,,,4,3,3,6,6,3,30,,33,6,25,150,13,71,,8,23,2,,,37,58,62,4,3,2,3,,,,,49.92,26.09,sat,0.62,0.10,0.04,0.06,0.01,0.02,0.31,0.19,,0.00,0.00,0.00,0.01,0.59,0.06,0.51,0.02,0.06,0.14,0.05,0.00,0.05,0.01
chc-lia-0014.smt2,,1145,3575,,238,1,80,79,,417,4243,5047,,7,19474,2,5100,,429,,,,,1141,6403,6619,1232,722,1207,,,28,14,,218.57,204.11,timeout,596.48,16.07,3.86,8.54,0.82,5.11,491.93,167.80,165.38,1.97,0.00,0.00,2.87,583.42,110.40,472.64,8.72,21.93,124.02,63.96,0.00,63.96,31.58
chc-lia-0015.smt2,,,,1,6,2,7,7,,6,,18,1,22,50,,44,,,,,,9,25,15,33,,,,1,5,,,,29.20,11.54,sat,0.15,0.01,0.00,0.01,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.10,0.01,0.02,0.01,0.01,0.00,0.01,
chc-lia-0016.smt2,,862,125,,87,6,95,94,344,796,6,1586,288,10,26041,695,1713,,279,1048,33,39,50,2015,19698,4325,41,428,34,550,43,89,114,8,484.90,470.50,timeout,598.16,3.49,1.19,2.04,0.51,0.60,469.72,303.94,8.36,2.86,0.00,0.00,0.76,500.78,165.29,334.98,5.65,6.13,60.33,48.06,0.01,48.06,7.18
chc-lia-0017.smt2,,,,3,3,1,5,5,,9,,7,1,8,30,,22,,1,4,,,,10,13,15,,,,,,,,,25.80,9.50,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-0018.smt2,,957,2056,,831,1,92,91,,203,,1651,2166,2,6390,,2448,,80,4,,,,80,2073,2362,,2256,,,,1,,,129.18,128.81,timeout,599.44,2.03,0.53,0.96,0.37,0.35,45.91,11.87,12.18,0.55,0.00,0.00,0.75,592.52,12.37,579.71,2.19,264.65,0.00,288.14,0.05,288.14,0.30
chc-lia-0019.smt2,,,31,4,,,7,7,,14,,14,,7,41,,30,,,,,,,29,13,42,12,,11,,,,,,30.84,12.21,sat,0.25,0.01,0.00,0.00,0.00,0.00,0.16,0.07,0.04,0.00,0.00,0.00,0.01,0.23,0.03,0.17,0.01,0.00,0.04,0.00,,0.00,0.01
chc-lia-0020.smt2,,1375,43,,432,2,109,108,,327,102,3255,3,61,20877,79,3364,,18,31,5,,1218,356,8879,3314,88,1726,18,121,55,,12,4,314.52,314.17,timeout,597.45,30.45,11.91,18.63,4.81,4.98,422.75,245.95,2.61,3.52,0.00,0.00,1.51,589.66,179.10,409.91,5.55,107.24,73.79,18.14,0.00,18.14,1.66
chc-lia-0021.smt2,,,,3,3,1,5,5,,14,,7,2,14,57,1,34,,2,8,,,,18,33,26,,,,,,,,,32.44,13.68,sat,0.13,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.11,0.02,0.08,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0022.smt2,,5,,19,5,1,22,22,,23,16,32,3,9,112,2,83,,3,22,,,,42,38,72,,20,,,,1,,,33.72,14.91,sat,0.33,0.03,0.01,0.01,0.01,0.01,0.09,0.04,,0.00,0.00,0.00,0.01,0.31,0.03,0.20,0.02,0.03,0.00,0.03,0.00,0.03,0.00
chc-lia-0023.smt2,,,,4,6,1,8,8,,21,1,31,6,31,120,5,68,,4,15,,,1,30,46,59,,2,,,,,,,39.80,17.59,sat,0.32,0.04,0.01,0.02,0.01,0.01,0.12,0.06,,0.00,0.00,0.00,0.01,0.29,0.03,0.23,0.02,0.03,0.04,0.02,0.00,0.02,
chc-lia-0024.smt2,,,,5,5,1,7,7,,19,,14,2,16,78,1,45,,2,9,,,,19,39,35,,,,,,,,,30.60,12.22,sat,0.16,0.02,0.00,0.01,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.14,0.02,0.09,0.01,0.01,0.01,0.01,0.00,0.01,
chc-lia-0025.smt2,,2,,,1,,17,16,,22,,29,,2,84,2,50,,,,,,,5,18,33,,2,,,,,,,,,,,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.14,0.02,0.07,0.01,0.01,0.00,0.01,,0.01,
chc-lia-0026.smt2,,,12,5,8,1,9,9,,15,,35,7,67,302,8,119,,4,12,1,,15,91,185,83,3,,2,,25,,6,,77.36,40.58,sat,0.96,0.10,0.03,0.04,0.02,0.03,0.52,0.27,0.04,0.01,0.00,0.00,0.01,0.91,0.15,0.73,0.03,0.11,0.17,0.07,0.00,0.07,0.01
chc-lia-0027.smt2,,,,3,4,1,8,8,,11,,11,7,13,50,3,30,,3,11,,,,18,22,24,,1,,,,,,,30.32,12.17,sat,0.15,0.01,0.00,0.01,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0028.smt2,,499,121,11,82,4,16,16,198,340,1,610,66,699,11394,4,1212,,162,209,94,31,482,1357,9782,1066,122,28,111,286,260,,200,36,2593.24,1323.11,sat,484.72,11.82,5.50,8.17,0.81,2.21,439.31,177.51,26.66,2.50,0.00,0.00,0.22,479.98,218.66,261.24,2.34,11.27,111.90,38.61,0.00,38.61,7.06
chc-lia-0029.smt2,,,3,4,6,1,7,7,,11,2,10,5,12,44,2,29,,5,2,,,,10,16,20,,3,,,,,,,29.00,11.38,sat,0.14,0.01,0.00,0.00,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.08,0.00,0.01,0.01,0.02,0.00,0.02,0.00
chc-lia-0030.smt2,,77,661,15,56,2,38,38,,55,327,979,202,150,2924,56,790,,164,50,16,,,350,918,924,50,172,42,8,,1,,,266.84,146.44,sat,33.69,3.75,1.76,2.52,0.24,0.72,24.75,10.74,7.41,0.24,0.00,0.00,0.29,33.48,5.39,27.88,0.88,1.37,7.56,3.80,0.00,3.80,0.91
chc-lia-0031.smt2,,648,434,,130,2,107,106,,710,28,1439,111,17,10583,483,1643,,182,375,13,,11,998,6667,2412,12,861,12,600,,10,73,28,499.86,453.72,timeout,597.69,2.74,0.76,1.50,0.48,0.42,199.29,88.59,26.31,0.73,0.00,0.00,0.86,225.98,48.83,176.59,3.94,7.10,22.94,33.36,0.01,33.36,4.34
chc-lia-0032.smt2,,,12,6,15,1,14,14,,19,14,31,1,34,204,2,95,,4,17,,,10,45,111,73,,3,,,11,,15,2,53.04,25.58,sat,0.56,0.05,0.02,0.02,0.01,0.01,0.25,0.12,0.02,0.00,0.00,0.00,0.01,0.52,0.07,0.39,0.02,0.04,0.07,0.07,0.00,0.07,0.00
chc-lia-0035.smt2,,652,164,,10,4,19,18,18,1396,68,567,81,11,5829,7,1757,,111,126,59,1,553,1800,1589,1605,115,55,102,100,308,1,98,18,459.93,446.07,timeout,597.93,6.76,2.00,3.53,0.72,2.04,286.29,191.63,33.51,3.23,0.00,0.00,0.32,315.36,96.73,218.55,3.19,9.48,107.42,15.14,0.00,15.14,6.38
chc-lia-0036.smt2,,548,388,,11,3,25,24,8,1434,113,979,26,13,6960,17,2054,,98,122,6,9,300,1917,2471,1996,93,62,74,171,250,2,53,2,615.60,579.88,timeout,598.99,9.34,2.24,4.69,0.86,3.13,467.17,313.73,76.49,2.91,0.00,0.00,0.38,504.89,157.45,347.34,3.90,13.15,186.45,23.35,0.00,23.35,6.13
chc-lia-0044.smt2,5,,2,,1,,5,5,,10,1,7,,3,26,,20,,,,,,,10,9,19,5,,1,,,,,,32.44,9.79,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-0045.smt2,,,,11,3,1,19,19,,38,,109,1,31,328,8,142,,1,14,,,,33,116,123,,,,,,,,,60.44,35.50,sat,0.83,0.13,0.02,0.06,0.01,0.05,0.43,0.27,0.00,0.00,0.00,0.00,0.01,0.79,0.09,0.64,0.04,0.05,0.24,0.01,0.00,0.01,
chc-lia-0046.smt2,,,106,9,24,2,15,15,,82,7,205,32,145,1431,10,292,,45,18,,,8,184,954,337,,35,,5,2,,2,,184.48,95.83,sat,3.19,0.30,0.11,0.15,0.07,0.05,1.83,0.72,0.20,0.03,0.01,0.00,0.07,3.06,0.70,2.30,0.17,0.28,0.41,0.27,0.00,0.27,0.06
chc-lia-0047.smt2,,,,14,6,1,23,23,,44,,115,2,36,545,10,180,,1,14,,,,37,232,158,,,,,,,4,,75.40,44.06,sat,1.38,0.18,0.02,0.08,0.02,0.06,0.80,0.53,,0.01,0.00,0.00,0.02,1.33,0.22,1.02,0.05,0.08,0.42,0.03,0.00,0.03,
chc-lia-0048.smt2,,,,,2,2,141,140,,241,9784,13655,,,14067,,9971,,10,,,,,150,39,9875,,39,,1,,10,,,164.35,159.60,timeout,595.46,7.26,2.20,4.05,0.66,1.25,528.73,307.08,,1.05,0.00,0.00,1.58,579.22,4.42,574.26,6.50,14.12,281.25,12.52,0.00,12.52,0.08
chc-lia-0049.smt2,100,,,,2,2,100,100,,150,4846,7205,,,7497,,5001,,10,,,,,110,48,5045,100,48,1,1,,10,,,425.20,269.79,unsat,151.29,3.54,1.24,2.00,0.33,0.62,128.94,77.41,,0.40,0.00,0.00,0.81,151.02,1.40,149.22,2.75,6.04,69.84,5.09,0.00,5.09,1.65
chc-lia-0050.smt2,,,,14,3,1,21,21,,71,,331,2,72,1063,16,245,,3,46,,,,67,467,222,,1,,,,,1,,124.40,77.09,sat,2.85,0.33,0.05,0.16,0.03,0.11,1.84,1.27,,0.03,0.00,0.00,0.03,2.77,0.55,2.15,0.08,0.21,0.98,0.04,0.00,0.04,
chc-lia-0051.smt2,,,,2,,,5,5,,12,,8,,11,49,,26,,,,,,,13,29,20,,,,,,,,,30.48,14.55,sat,0.16,0.02,0.01,0.01,0.00,0.00,0.08,0.03,,0.00,0.00,0.00,0.01,0.14,0.02,0.10,0.01,0.01,0.04,0.00,,0.00,
chc-lia-0052.smt2,,,,2,,,5,5,,12,,8,,11,49,,26,,,,,,,13,29,20,,,,,,,,,30.48,14.55,sat,0.16,0.02,0.01,0.01,0.00,0.00,0.08,0.04,,0.00,0.00,0.00,0.01,0.14,0.02,0.11,0.01,0.01,0.04,0.00,,0.00,
chc-lia-0053.smt2,,1,,5,4,1,20,20,,33,3,126,,65,446,,185,,,,,,26,81,139,163,,,,,23,,,,70.20,41.71,sat,1.45,0.18,0.03,0.08,0.02,0.06,0.80,0.54,0.00,0.01,0.00,0.00,0.02,1.39,0.17,1.15,0.05,0.13,0.45,0.05,0.00,0.05,
chc-lia-0057.smt2,,24,96,9,27,3,16,16,20,93,19,458,52,394,4335,74,673,,88,156,36,,39,477,3216,739,49,63,36,23,14,,6,,546.00,304.77,sat,11.62,1.00,0.35,0.50,0.21,0.19,7.29,3.62,0.59,0.11,0.01,0.00,0.16,11.21,2.28,8.86,0.44,1.03,2.42,0.92,0.00,0.92,0.21
chc-lia-0058.smt2,,,,1,,,4,4,,8,,5,,9,31,,18,,,,,,,8,18,13,,,,,,,,,28.60,13.36,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,0.06,0.01,0.00,0.02,0.00,,0.00,
chc-lia-0059.smt2,,,,1,,,4,4,,8,,5,,9,31,,18,,,,,,,8,18,13,,,,,,,,,28.60,13.36,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,0.06,0.01,0.00,0.02,0.00,,0.00,
chc-lia-0061.smt2,,,,7,4,1,18,18,,47,,190,4,49,636,15,169,,8,34,,,,45,282,144,,4,,,,,,,103.36,65.20,sat,2.09,0.19,0.04,0.09,0.02,0.05,1.43,0.98,,0.02,0.00,0.00,0.02,2.03,0.38,1.57,0.05,0.12,0.84,0.03,0.00,0.03,
chc-lia-0063.smt2,,,1195,,1,,602,601,,604,598,600,,1,1803,,1805,,,,,,,6,,1203,,,,,,,,,764.71,710.30,timeout,597.96,0.87,0.23,0.40,0.11,0.20,10.16,0.02,4.14,0.01,0.00,0.00,0.23,17.37,2.59,12.34,0.53,2.04,1.07,0.48,,0.48,
chc-lia-0064.smt2,,,1195,,1,,602,601,,604,598,600,,1,1803,,1805,,,,,,,6,,1203,,,,,,,,,764.71,717.50,timeout,597.86,0.83,0.22,0.38,0.11,0.20,9.46,0.02,3.93,0.01,0.00,0.00,0.22,16.31,2.43,11.51,0.49,1.94,0.98,0.44,,0.44,
chc-lia-0070.smt2,4,,2,,1,,4,4,,8,4,3,,2,29,,15,,,,,,,9,13,15,4,,1,,,,,,31.20,8.81,unsat,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0079.smt2,,79,1399,,40,2,96,95,,514,449,1663,586,31,21746,89,1755,,361,141,13,,,511,13051,2369,17,455,10,9,,39,,,356.78,329.38,timeout,598.40,7.43,1.67,4.31,0.71,1.83,550.52,105.55,297.47,0.98,0.00,0.00,0.52,580.02,252.04,327.46,2.38,8.30,155.02,40.68,0.01,40.68,12.06
chc-lia-0080.smt2,,,,15,4,1,26,26,,60,1,233,7,44,746,18,225,,7,64,,,,83,285,212,,2,,,,1,4,2,107.40,67.56,sat,2.43,0.26,0.04,0.12,0.03,0.08,1.57,1.13,,0.01,0.00,0.00,0.03,2.36,0.33,1.94,0.07,0.17,0.92,0.06,0.00,0.06,0.00
chc-lia-0081.smt2,,,,14,3,1,23,23,,55,,143,3,28,498,12,144,,3,29,,,,41,209,126,,1,,,,,,,74.32,44.05,sat,1.23,0.15,0.02,0.07,0.02,0.05,0.71,0.46,,0.01,0.00,0.00,0.01,1.18,0.19,0.90,0.04,0.08,0.39,0.02,0.00,0.02,
chc-lia-0082.smt2,,,18,18,7,1,45,45,,86,,508,29,75,2104,41,352,,59,115,7,,,267,1092,639,9,36,7,,,22,,,217.96,139.26,sat,8.95,0.54,0.11,0.27,0.07,0.15,6.68,4.26,0.40,0.06,0.00,0.00,0.09,8.82,1.88,6.73,0.30,0.50,2.57,0.31,0.00,0.31,0.19
chc-lia-0083.smt2,,,1,15,8,1,29,29,,88,6,289,20,65,860,17,298,,25,119,9,,,128,298,284,11,8,9,,,1,,,133.84,81.40,sat,4.12,0.42,0.07,0.19,0.05,0.14,2.71,2.03,0.01,0.02,0.00,0.00,0.04,4.03,0.47,3.44,0.11,0.35,1.57,0.19,0.00,0.19,0.03
chc-lia-0084.smt2,,,,15,9,1,37,37,,81,1,358,18,59,1162,22,287,,27,93,13,,,162,527,316,24,10,13,,,4,,,141.64,89.02,sat,4.81,0.49,0.09,0.22,0.06,0.17,3.28,2.23,0.04,0.02,0.00,0.00,0.04,4.72,0.72,3.84,0.13,0.31,1.69,0.16,0.00,0.16,0.07
chc-lia-0085.smt2,,,2,17,4,1,37,37,,85,,407,13,53,1419,17,254,,25,74,4,,,140,659,352,7,16,4,,,10,,,145.80,90.25,sat,4.41,0.39,0.07,0.18,0.05,0.13,2.98,1.97,0.07,0.03,0.00,0.00,0.05,4.32,0.91,3.25,0.14,0.31,1.31,0.12,0.00,0.12,0.04
chc-lia-0086.smt2,,,,11,6,1,20,20,,39,,133,,42,584,6,139,,4,14,,,,34,265,122,,2,,,,,44,,72.24,44.47,sat,1.27,0.17,0.02,0.08,0.02,0.06,0.74,0.51,,0.01,0.00,0.00,0.02,1.22,0.22,0.93,0.04,0.07,0.37,0.09,0.00,0.09,
chc-lia-0091.smt2,,498,,,72,1,162,161,,537,,4168,953,5,24242,220,1756,,143,503,,,,674,15964,5095,,1136,,,,91,290,1,314.30,303.89,timeout,597.01,4.35,0.70,2.46,0.50,0.96,532.32,327.73,,1.70,0.00,0.00,0.87,561.69,165.40,395.49,4.79,5.89,27.29,64.52,0.01,64.52,4.20
chc-lia-0092.smt2,,,1,18,3,1,24,24,,47,,169,2,38,733,3,191,,3,13,,,,37,306,167,,2,,,,,3,,104.72,60.97,sat,1.68,0.24,0.03,0.11,0.03,0.08,1.00,0.66,0.01,0.01,0.00,0.00,0.02,1.61,0.32,1.21,0.05,0.09,0.51,0.03,0.00,0.03,0.00
chc-lia-0093.smt2,,,17,17,8,3,32,32,5,61,8,384,14,250,4418,4,597,,34,31,16,,8,343,3193,558,5,,2,25,41,1,,,466.44,299.45,sat,27.84,1.16,0.22,0.58,0.13,0.34,23.02,14.98,1.26,0.21,0.00,0.00,0.08,27.41,8.84,18.45,0.32,1.48,9.71,1.12,0.00,1.12,0.30
chc-lia-0094.smt2,,1,,8,5,2,8,8,,13,,11,13,9,61,6,35,,23,12,20,,1,21,23,26,20,13,20,8,1,,23,3,35.04,16.47,sat,0.36,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.33,0.02,0.27,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-0096.smt2,,,,8,5,2,8,8,,13,,12,13,7,72,1,36,,22,12,19,,2,20,31,26,19,13,19,7,1,,23,3,35.44,16.66,sat,0.35,0.04,0.01,0.02,0.01,0.01,0.15,0.09,0.00,0.00,0.00,0.00,0.01,0.33,0.03,0.26,0.01,0.02,0.02,0.08,0.00,0.08,0.02
chc-lia-0097.smt2,,,6,17,3,1,41,41,,61,,360,2,79,2104,15,377,,6,3,,,,56,1127,359,,4,,,,,,,199.80,130.64,sat,6.12,0.60,0.09,0.29,0.06,0.20,4.43,2.86,0.06,0.04,0.00,0.00,0.04,6.01,1.61,4.24,0.13,0.31,2.05,0.05,0.00,0.05,0.02
chc-lia-0102.smt2,,,,14,2,1,16,16,,119,39,108,1,61,857,,197,,1,9,,,,102,479,180,,,,,,,,,127.92,79.87,sat,3.59,0.19,0.05,0.09,0.02,0.06,2.64,1.67,,0.03,0.00,0.00,0.07,3.49,0.77,2.66,0.16,0.20,1.48,0.06,0.00,0.06,
chc-lia-0103.smt2,,,3,14,4,3,17,17,2,126,43,150,38,63,1272,24,260,,15,102,4,,,241,702,273,11,3,4,3,,3,100,15,223.52,132.15,sat,7.24,0.34,0.11,0.17,0.04,0.08,5.51,3.63,0.01,0.08,0.00,0.00,0.11,7.10,1.74,5.28,0.29,0.35,2.34,0.55,0.00,0.55,0.08
chc-lia-0104.smt2,,20,49,,20,3,77,76,75,710,111,3688,98,,19938,239,1631,,179,260,100,1,68,1289,12253,2191,24,60,24,86,126,35,27,2,443.33,421.42,timeout,598.12,6.75,0.96,3.70,0.54,2.04,467.81,336.56,5.58,1.59,0.00,0.00,0.39,494.45,169.32,324.75,2.28,9.04,186.04,19.89,0.00,19.89,8.16
chc-lia-0107.smt2,,,1,13,,,32,32,,55,,351,,54,1218,3,286,,,,,,,41,525,260,,,,,,,,,129.56,82.86,sat,3.86,0.47,0.07,0.23,0.06,0.14,2.67,1.87,0.00,0.03,0.00,0.00,0.04,3.78,0.71,2.95,0.10,0.20,1.52,0.00,,0.00,
chc-lia-0109.smt2,,647,322,,152,4,12,11,663,1413,,390,48,272,4102,116,1557,,280,60,198,111,481,1642,1791,1275,196,38,195,712,277,1,59,9,667.08,644.99,timeout,598.61,8.71,3.34,5.62,0.84,1.63,431.17,255.24,100.84,0.89,0.00,0.00,0.30,477.31,88.76,388.50,2.05,13.45,210.27,58.56,0.01,58.56,8.77
chc-lia-0110.smt2,,,10,9,8,3,12,12,3,72,1,164,15,91,621,59,191,,29,67,21,,,138,234,182,23,13,21,4,,,4,2,253.64,155.90,sat,9.30,0.65,0.19,0.32,0.12,0.16,7.34,4.85,0.19,0.06,0.00,0.00,0.09,9.13,1.38,7.70,0.21,0.41,4.27,0.34,0.00,0.34,0.19
chc-lia-0111.smt2,,,10,9,8,3,12,12,3,72,1,164,15,91,621,59,191,,29,67,21,,,138,234,182,23,13,21,4,,,4,2,253.64,155.90,sat,9.17,0.65,0.19,0.32,0.12,0.16,7.23,4.78,0.19,0.06,0.00,0.00,0.08,9.01,1.35,7.61,0.21,0.41,4.21,0.33,0.00,0.33,0.19
chc-lia-0112.smt2,,,,12,1,,35,35,,50,,563,,115,2315,8,458,,,,,,,43,953,426,,,,,,,,,194.84,137.60,sat,10.50,0.99,0.20,0.56,0.09,0.26,7.84,6.06,,0.10,0.00,0.00,0.06,10.36,2.47,7.76,0.19,0.63,4.22,0.08,,0.08,
chc-lia-0113.smt2,,58,687,,37,3,172,171,5,319,1053,859,216,,17116,377,1896,,138,93,35,,,360,12627,3171,35,286,35,5,,22,5,,378.98,350.99,timeout,597.43,6.19,0.98,3.31,0.63,1.71,509.85,232.45,132.02,0.48,0.00,0.00,0.71,535.36,142.88,391.57,2.77,5.50,224.34,13.76,0.00,13.76,4.16
chc-lia-0114.smt2,,,,19,4,1,40,40,,88,2,542,10,81,1776,18,416,,22,88,,,,167,745,479,,16,,,,9,,,215.44,138.85,sat,8.21,0.68,0.10,0.33,0.08,0.22,6.06,4.40,,0.04,0.00,0.00,0.07,8.09,1.44,6.49,0.21,0.50,3.17,0.17,0.00,0.17,0.03
chc-lia-0115.smt2,,263,2640,,39,5,64,63,85,1155,41,1967,692,,21378,350,2571,,761,103,23,,23,1198,10884,2836,1,750,1,174,25,17,329,,412.01,387.75,timeout,598.22,8.38,1.19,4.69,0.77,2.27,544.33,126.60,313.68,1.33,0.00,0.00,0.49,589.87,223.76,365.78,3.22,19.36,162.23,48.59,0.01,48.59,19.03
chc-lia-0116.smt2,,,26,23,8,3,58,58,24,185,53,2742,78,366,11676,172,1206,,229,386,76,,,744,6076,1792,50,164,31,25,,63,84,4,984.96,614.69,sat,162.30,3.93,0.57,2.11,0.35,1.17,145.40,105.93,2.81,0.95,0.00,0.00,0.30,161.41,49.58,111.57,1.55,5.74,53.95,8.31,0.00,8.31,3.83
